,year,station_id,stationname,num_lines,line,Latitude,Longitude,rides,prior_rides,ride_dif,rltv_ride_dif
141,2002,40010,Austin-Forest Park,1.0,BLUE,41.870851,-87.776812,491132.0,466261.0,24871.0,0.05334136889
282,2003,40010,Austin-Forest Park,1.0,BLUE,41.870851,-87.776812,500034.0,491132.0,8902.0,0.0181254733962
423,2004,40010,Austin-Forest Park,1.0,BLUE,41.870851,-87.776812,484622.0,500034.0,-15412.0,-0.0308219041105
564,2005,40010,Austin-Forest Park,1.0,BLUE,41.870851,-87.776812,490057.0,484622.0,5435.0,0.0112149262724
705,2006,40010,Austin-Forest Park,1.0,BLUE,41.870851,-87.776812,500236.0,490057.0,10179.0,0.0207710531632
846,2007,40010,Austin-Forest Park,1.0,BLUE,41.870851,-87.776812,498727.0,500236.0,-1509.0,-0.00301657617604
987,2008,40010,Austin-Forest Park,1.0,BLUE,41.870851,-87.776812,561885.0,498727.0,63158.0,0.126638421421
1128,2009,40010,Austin-Forest Park,1.0,BLUE,41.870851,-87.776812,556101.0,561885.0,-5784.0,-0.010293921354
1269,2010,40010,Austin-Forest Park,1.0,BLUE,41.870851,-87.776812,582084.0,556101.0,25983.0,0.0467235268413
1410,2011,40010,Austin-Forest Park,1.0,BLUE,41.870851,-87.776812,627245.0,582084.0,45161.0,0.077585022093
1551,2012,40010,Austin-Forest Park,1.0,BLUE,41.870851,-87.776812,643398.0,627245.0,16153.0,0.0257522977465
1695,2013,40010,Austin-Forest Park,1.0,BLUE,41.870851,-87.776812,637692.0,643398.0,-5706.0,-0.00886853860286
1838,2014,40010,Austin-Forest Park,1.0,BLUE,41.870851,-87.776812,638728.0,637692.0,1036.0,0.00162460874529
1981,2015,40010,Austin-Forest Park,1.0,BLUE,41.870851,-87.776812,634972.0,638728.0,-3756.0,-0.00588043736927
2125,2016,40010,Austin-Forest Park,1.0,BLUE,41.870851,-87.776812,616616.571429,634972.0,-18355.428571428638,-0.0289074613864
142,2002,40020,Harlem-Lake,1.0,GREEN,41.886848,-87.803176,991755.0,1033308.0,-41553.0,-0.0402135665261
283,2003,40020,Harlem-Lake,1.0,GREEN,41.886848,-87.803176,980590.0,991755.0,-11165.0,-0.0112578207319
424,2004,40020,Harlem-Lake,1.0,GREEN,41.886848,-87.803176,967047.0,980590.0,-13543.0,-0.0138110729255
565,2005,40020,Harlem-Lake,1.0,GREEN,41.886848,-87.803176,1012490.0,967047.0,45443.0,0.0469915112709
706,2006,40020,Harlem-Lake,1.0,GREEN,41.886848,-87.803176,1080833.0,1012490.0,68343.0,0.0674999259252
847,2007,40020,Harlem-Lake,1.0,GREEN,41.886848,-87.803176,1135002.0,1080833.0,54169.0,0.0501178257881
988,2008,40020,Harlem-Lake,1.0,GREEN,41.886848,-87.803176,1222147.0,1135002.0,87145.0,0.0767796003884
1129,2009,40020,Harlem-Lake,1.0,GREEN,41.886848,-87.803176,1144356.0,1222147.0,-77791.0,-0.063651099254
1270,2010,40020,Harlem-Lake,1.0,GREEN,41.886848,-87.803176,1148884.0,1144356.0,4528.0,0.00395681064284
1411,2011,40020,Harlem-Lake,1.0,GREEN,41.886848,-87.803176,1167342.0,1148884.0,18458.0,0.0160660258129
1552,2012,40020,Harlem-Lake,1.0,GREEN,41.886848,-87.803176,1209339.0,1167342.0,41997.0,0.0359766032577
1696,2013,40020,Harlem-Lake,1.0,GREEN,41.886848,-87.803176,1228214.0,1209339.0,18875.0,0.0156076997434
1839,2014,40020,Harlem-Lake,1.0,GREEN,41.886848,-87.803176,1278581.0,1228214.0,50367.0,0.0410083259106
1982,2015,40020,Harlem-Lake,1.0,GREEN,41.886848,-87.803176,1266361.0,1278581.0,-12220.0,-0.0095574703519
2126,2016,40020,Harlem-Lake,1.0,GREEN,41.886848,-87.803176,1142300.57143,1266361.0,-124060.42857142864,-0.097966084372
143,2002,40030,Pulaski-Lake,1.0,GREEN,41.885412,-87.725404,420934.0,458010.0,-37076.0,-0.0809501975939
284,2003,40030,Pulaski-Lake,1.0,GREEN,41.885412,-87.725404,427404.0,420934.0,6470.0,0.0153705806611
425,2004,40030,Pulaski-Lake,1.0,GREEN,41.885412,-87.725404,362374.0,427404.0,-65030.0,-0.152151126335
566,2005,40030,Pulaski-Lake,1.0,GREEN,41.885412,-87.725404,437854.0,362374.0,75480.0,0.20829308946
707,2006,40030,Pulaski-Lake,1.0,GREEN,41.885412,-87.725404,483252.0,437854.0,45398.0,0.103682962814
848,2007,40030,Pulaski-Lake,1.0,GREEN,41.885412,-87.725404,506438.0,483252.0,23186.0,0.0479791082086
989,2008,40030,Pulaski-Lake,1.0,GREEN,41.885412,-87.725404,540298.0,506438.0,33860.0,0.0668591219458
1130,2009,40030,Pulaski-Lake,1.0,GREEN,41.885412,-87.725404,576987.0,540298.0,36689.0,0.0679051190269
1271,2010,40030,Pulaski-Lake,1.0,GREEN,41.885412,-87.725404,646364.0,576987.0,69377.0,0.120240144059
1412,2011,40030,Pulaski-Lake,1.0,GREEN,41.885412,-87.725404,666457.0,646364.0,20093.0,0.0310861991076
1553,2012,40030,Pulaski-Lake,1.0,GREEN,41.885412,-87.725404,671815.0,666457.0,5358.0,0.00803952843169
1697,2013,40030,Pulaski-Lake,1.0,GREEN,41.885412,-87.725404,613586.0,671815.0,-58229.0,-0.0866741588086
1840,2014,40030,Pulaski-Lake,1.0,GREEN,41.885412,-87.725404,606323.0,613586.0,-7263.0,-0.0118369715085
1983,2015,40030,Pulaski-Lake,1.0,GREEN,41.885412,-87.725404,566019.0,606323.0,-40304.0,-0.0664728205923
2127,2016,40030,Pulaski-Lake,1.0,GREEN,41.885412,-87.725404,480416.571429,566019.0,-85602.42857142858,-0.151235963053
144,2002,40040,Quincy/Wells,4.0,MULTI,41.878723,-87.63374,1980468.0,2048702.0,-68234.0,-0.0333059664119
285,2003,40040,Quincy/Wells,4.0,MULTI,41.878723,-87.63374,1850062.0,1980468.0,-130406.0,-0.0658460525492
426,2004,40040,Quincy/Wells,4.0,MULTI,41.878723,-87.63374,1760618.0,1850062.0,-89444.0,-0.0483464878474
567,2005,40040,Quincy/Wells,4.0,MULTI,41.878723,-87.63374,1789102.0,1760618.0,28484.0,0.016178410081
708,2006,40040,Quincy/Wells,4.0,MULTI,41.878723,-87.63374,1914069.0,1789102.0,124967.0,0.0698490080498
849,2007,40040,Quincy/Wells,4.0,MULTI,41.878723,-87.63374,1911875.0,1914069.0,-2194.0,-0.00114624916866
990,2008,40040,Quincy/Wells,4.0,MULTI,41.878723,-87.63374,2024944.0,1911875.0,113069.0,0.0591403726708
1131,2009,40040,Quincy/Wells,4.0,MULTI,41.878723,-87.63374,2049581.0,2024944.0,24637.0,0.0121667562165
1272,2010,40040,Quincy/Wells,4.0,MULTI,41.878723,-87.63374,1999507.0,2049581.0,-50074.0,-0.0244313349899
1413,2011,40040,Quincy/Wells,4.0,MULTI,41.878723,-87.63374,2258148.0,1999507.0,258641.0,0.129352385363
1554,2012,40040,Quincy/Wells,4.0,MULTI,41.878723,-87.63374,2213125.0,2258148.0,-45023.0,-0.0199380200058
1698,2013,40040,Quincy/Wells,4.0,MULTI,41.878723,-87.63374,2220532.0,2213125.0,7407.0,0.00334685117199
1841,2014,40040,Quincy/Wells,4.0,MULTI,41.878723,-87.63374,2288353.0,2220532.0,67821.0,0.030542680763
1984,2015,40040,Quincy/Wells,4.0,MULTI,41.878723,-87.63374,2193097.0,2288353.0,-95256.0,-0.041626444871
2128,2016,40040,Quincy/Wells,4.0,MULTI,41.878723,-87.63374,2258189.14286,2193097.0,65092.142857142724,0.0296804668727
145,2002,40050,Davis,1.0,PURPLE,42.04771,-87.683543,1173536.0,1145193.0,28343.0,0.0247495400339
286,2003,40050,Davis,1.0,PURPLE,42.04771,-87.683543,1209494.0,1173536.0,35958.0,0.0306407302375
427,2004,40050,Davis,1.0,PURPLE,42.04771,-87.683543,1172292.0,1209494.0,-37202.0,-0.0307583171144
568,2005,40050,Davis,1.0,PURPLE,42.04771,-87.683543,1187135.0,1172292.0,14843.0,0.012661521191
709,2006,40050,Davis,1.0,PURPLE,42.04771,-87.683543,1188783.0,1187135.0,1648.0,0.0013882161675
850,2007,40050,Davis,1.0,PURPLE,42.04771,-87.683543,1185434.0,1188783.0,-3349.0,-0.0028171668
991,2008,40050,Davis,1.0,PURPLE,42.04771,-87.683543,1265292.0,1185434.0,79858.0,0.067366044841
1132,2009,40050,Davis,1.0,PURPLE,42.04771,-87.683543,1243062.0,1265292.0,-22230.0,-0.0175690670612
1273,2010,40050,Davis,1.0,PURPLE,42.04771,-87.683543,1226010.0,1243062.0,-17052.0,-0.0137177389382
1414,2011,40050,Davis,1.0,PURPLE,42.04771,-87.683543,1250004.0,1226010.0,23994.0,0.0195708028483
1555,2012,40050,Davis,1.0,PURPLE,42.04771,-87.683543,1252978.0,1250004.0,2974.0,0.00237919238658
1699,2013,40050,Davis,1.0,PURPLE,42.04771,-87.683543,1236190.0,1252978.0,-16788.0,-0.0133984794625
1842,2014,40050,Davis,1.0,PURPLE,42.04771,-87.683543,1258199.0,1236190.0,22009.0,0.0178038974591
1985,2015,40050,Davis,1.0,PURPLE,42.04771,-87.683543,1247161.0,1258199.0,-11038.0,-0.00877285707587
2129,2016,40050,Davis,1.0,PURPLE,42.04771,-87.683543,1207757.14286,1247161.0,-39403.857142857276,-0.0315948439238
146,2002,40060,Belmont-O'Hare,1.0,BLUE,41.938132,-87.712359,1324648.0,1381391.0,-56743.0,-0.0410767118072
287,2003,40060,Belmont-O'Hare,1.0,BLUE,41.938132,-87.712359,1314027.0,1324648.0,-10621.0,-0.00801797911596
428,2004,40060,Belmont-O'Hare,1.0,BLUE,41.938132,-87.712359,1339591.0,1314027.0,25564.0,0.0194546991805
569,2005,40060,Belmont-O'Hare,1.0,BLUE,41.938132,-87.712359,1411679.0,1339591.0,72088.0,0.0538134400724
710,2006,40060,Belmont-O'Hare,1.0,BLUE,41.938132,-87.712359,1472875.0,1411679.0,61196.0,0.0433497983607
851,2007,40060,Belmont-O'Hare,1.0,BLUE,41.938132,-87.712359,1356445.0,1472875.0,-116430.0,-0.0790494780616
992,2008,40060,Belmont-O'Hare,1.0,BLUE,41.938132,-87.712359,1409874.0,1356445.0,53429.0,0.0393889910759
1133,2009,40060,Belmont-O'Hare,1.0,BLUE,41.938132,-87.712359,1359557.0,1409874.0,-50317.0,-0.0356890048331
1274,2010,40060,Belmont-O'Hare,1.0,BLUE,41.938132,-87.712359,1442370.0,1359557.0,82813.0,0.0609117528724
1415,2011,40060,Belmont-O'Hare,1.0,BLUE,41.938132,-87.712359,1591313.0,1442370.0,148943.0,0.103262685719
1556,2012,40060,Belmont-O'Hare,1.0,BLUE,41.938132,-87.712359,1666681.0,1591313.0,75368.0,0.0473621468561
1700,2013,40060,Belmont-O'Hare,1.0,BLUE,41.938132,-87.712359,1712665.0,1666681.0,45984.0,0.0275901627246
1843,2014,40060,Belmont-O'Hare,1.0,BLUE,41.938132,-87.712359,1692059.0,1712665.0,-20606.0,-0.0120315414865
1986,2015,40060,Belmont-O'Hare,1.0,BLUE,41.938132,-87.712359,1777563.0,1692059.0,85504.0,0.0505325168921
2130,2016,40060,Belmont-O'Hare,1.0,BLUE,41.938132,-87.712359,1796760.0,1777563.0,19197.0,0.0107996172288
147,2002,40070,Jackson/Dearborn,1.0,BLUE,41.878183,-87.629296,2306778.0,2104328.0,202450.0,0.0962064849206
288,2003,40070,Jackson/Dearborn,1.0,BLUE,41.878183,-87.629296,2117439.0,2306778.0,-189339.0,-0.0820794198662
429,2004,40070,Jackson/Dearborn,1.0,BLUE,41.878183,-87.629296,2012181.0,2117439.0,-105258.0,-0.0497100506791
570,2005,40070,Jackson/Dearborn,1.0,BLUE,41.878183,-87.629296,2061309.0,2012181.0,49128.0,0.0244152986237
711,2006,40070,Jackson/Dearborn,1.0,BLUE,41.878183,-87.629296,1871982.0,2061309.0,-189327.0,-0.0918479471055
852,2007,40070,Jackson/Dearborn,1.0,BLUE,41.878183,-87.629296,1918788.0,1871982.0,46806.0,0.025003445546
993,2008,40070,Jackson/Dearborn,1.0,BLUE,41.878183,-87.629296,2257670.0,1918788.0,338882.0,0.176612528325
1134,2009,40070,Jackson/Dearborn,1.0,BLUE,41.878183,-87.629296,2118084.0,2257670.0,-139586.0,-0.0618274592832
1275,2010,40070,Jackson/Dearborn,1.0,BLUE,41.878183,-87.629296,2234313.0,2118084.0,116229.0,0.0548745942087
1416,2011,40070,Jackson/Dearborn,1.0,BLUE,41.878183,-87.629296,2343410.0,2234313.0,109097.0,0.0488279842618
1557,2012,40070,Jackson/Dearborn,1.0,BLUE,41.878183,-87.629296,2419168.0,2343410.0,75758.0,0.0323281030635
1701,2013,40070,Jackson/Dearborn,1.0,BLUE,41.878183,-87.629296,2459472.0,2419168.0,40304.0,0.016660273284
1844,2014,40070,Jackson/Dearborn,1.0,BLUE,41.878183,-87.629296,2357552.0,2459472.0,-101920.0,-0.0414397887026
1987,2015,40070,Jackson/Dearborn,1.0,BLUE,41.878183,-87.629296,2401761.0,2357552.0,44209.0,0.0187520784271
2131,2016,40070,Jackson/Dearborn,1.0,BLUE,41.878183,-87.629296,2338273.71429,2401761.0,-63487.285714285914,-0.0264336400309
148,2002,40080,Sheridan,1.0,RED,41.953775,-87.654929,1457916.0,1430588.0,27328.0,0.0191026347208
289,2003,40080,Sheridan,1.0,RED,41.953775,-87.654929,1438621.0,1457916.0,-19295.0,-0.01323464452
430,2004,40080,Sheridan,1.0,RED,41.953775,-87.654929,1372867.0,1438621.0,-65754.0,-0.0457062701017
571,2005,40080,Sheridan,1.0,RED,41.953775,-87.654929,1435221.0,1372867.0,62354.0,0.0454188206141
712,2006,40080,Sheridan,1.0,RED,41.953775,-87.654929,1493220.0,1435221.0,57999.0,0.0404111979967
853,2007,40080,Sheridan,1.0,RED,41.953775,-87.654929,1453574.0,1493220.0,-39646.0,-0.0265506757209
994,2008,40080,Sheridan,1.0,RED,41.953775,-87.654929,1602522.0,1453574.0,148948.0,0.102470187276
1135,2009,40080,Sheridan,1.0,RED,41.953775,-87.654929,1577570.0,1602522.0,-24952.0,-0.015570457067
1276,2010,40080,Sheridan,1.0,RED,41.953775,-87.654929,1632450.0,1577570.0,54880.0,0.034787679786
1417,2011,40080,Sheridan,1.0,RED,41.953775,-87.654929,1719609.0,1632450.0,87159.0,0.0533915280713
1558,2012,40080,Sheridan,1.0,RED,41.953775,-87.654929,1771308.0,1719609.0,51699.0,0.030064392545
1702,2013,40080,Sheridan,1.0,RED,41.953775,-87.654929,1796455.0,1771308.0,25147.0,0.0141968533987
1845,2014,40080,Sheridan,1.0,RED,41.953775,-87.654929,1823423.0,1796455.0,26968.0,0.0150117871029
1988,2015,40080,Sheridan,1.0,RED,41.953775,-87.654929,1846676.0,1823423.0,23253.0,0.0127523893249
2132,2016,40080,Sheridan,1.0,RED,41.953775,-87.654929,1853506.28571,1846676.0,6830.285714285681,0.00369869198186
149,2002,40090,Damen-Brown,1.0,BROWN,41.966286,-87.678639,595012.0,620203.0,-25191.0,-0.040617346256
290,2003,40090,Damen-Brown,1.0,BROWN,41.966286,-87.678639,586427.0,595012.0,-8585.0,-0.014428280438
431,2004,40090,Damen-Brown,1.0,BROWN,41.966286,-87.678639,551539.0,586427.0,-34888.0,-0.0594924858508
572,2005,40090,Damen-Brown,1.0,BROWN,41.966286,-87.678639,563395.0,551539.0,11856.0,0.0214962133231
713,2006,40090,Damen-Brown,1.0,BROWN,41.966286,-87.678639,603841.0,563395.0,40446.0,0.0717897744921
854,2007,40090,Damen-Brown,1.0,BROWN,41.966286,-87.678639,697486.0,603841.0,93645.0,0.155082215351
995,2008,40090,Damen-Brown,1.0,BROWN,41.966286,-87.678639,10156.0,697486.0,-687330.0,-0.985439134262
1136,2009,40090,Damen-Brown,1.0,BROWN,41.966286,-87.678639,570840.0,10156.0,560684.0,55.2071681764
1277,2010,40090,Damen-Brown,1.0,BROWN,41.966286,-87.678639,649184.0,570840.0,78344.0,0.137243360661
1418,2011,40090,Damen-Brown,1.0,BROWN,41.966286,-87.678639,711264.0,649184.0,62080.0,0.0956277419037
1559,2012,40090,Damen-Brown,1.0,BROWN,41.966286,-87.678639,766632.0,711264.0,55368.0,0.0778445134296
1703,2013,40090,Damen-Brown,1.0,BROWN,41.966286,-87.678639,794438.0,766632.0,27806.0,0.0362703357021
1846,2014,40090,Damen-Brown,1.0,BROWN,41.966286,-87.678639,812081.0,794438.0,17643.0,0.022208152178
1989,2015,40090,Damen-Brown,1.0,BROWN,41.966286,-87.678639,835779.0,812081.0,23698.0,0.0291818180699
2133,2016,40090,Damen-Brown,1.0,BROWN,41.966286,-87.678639,890900.571429,835779.0,55121.57142857136,0.0659523288197
150,2002,40100,Morse,1.0,RED,42.008362,-87.665909,1361232.0,1412372.0,-51140.0,-0.0362085909378
291,2003,40100,Morse,1.0,RED,42.008362,-87.665909,1285846.0,1361232.0,-75386.0,-0.0553807139415
432,2004,40100,Morse,1.0,RED,42.008362,-87.665909,1213749.0,1285846.0,-72097.0,-0.0560697004151
573,2005,40100,Morse,1.0,RED,42.008362,-87.665909,1218797.0,1213749.0,5048.0,0.00415901475511
714,2006,40100,Morse,1.0,RED,42.008362,-87.665909,1269427.0,1218797.0,50630.0,0.0415409621126
855,2007,40100,Morse,1.0,RED,42.008362,-87.665909,1251869.0,1269427.0,-17558.0,-0.0138314373335
996,2008,40100,Morse,1.0,RED,42.008362,-87.665909,1311017.0,1251869.0,59148.0,0.0472477551565
1137,2009,40100,Morse,1.0,RED,42.008362,-87.665909,1362351.0,1311017.0,51334.0,0.0391558614419
1278,2010,40100,Morse,1.0,RED,42.008362,-87.665909,1379730.0,1362351.0,17379.0,0.0127566243942
1419,2011,40100,Morse,1.0,RED,42.008362,-87.665909,1532207.0,1379730.0,152477.0,0.110512201663
1560,2012,40100,Morse,1.0,RED,42.008362,-87.665909,1326925.0,1532207.0,-205282.0,-0.133977980782
1704,2013,40100,Morse,1.0,RED,42.008362,-87.665909,1523343.0,1326925.0,196418.0,0.148024944891
1847,2014,40100,Morse,1.0,RED,42.008362,-87.665909,1655567.0,1523343.0,132224.0,0.0867985739259
1990,2015,40100,Morse,1.0,RED,42.008362,-87.665909,1636238.0,1655567.0,-19329.0,-0.0116751541919
2134,2016,40100,Morse,1.0,RED,42.008362,-87.665909,1599039.42857,1636238.0,-37198.571428571595,-0.0227342057993
151,2002,40120,35th/Archer,1.0,ORANGE,41.829353,-87.680622,653131.0,627453.0,25678.0,0.0409241807753
292,2003,40120,35th/Archer,1.0,ORANGE,41.829353,-87.680622,680253.0,653131.0,27122.0,0.041526125693
433,2004,40120,35th/Archer,1.0,ORANGE,41.829353,-87.680622,683380.0,680253.0,3127.0,0.00459681912465
574,2005,40120,35th/Archer,1.0,ORANGE,41.829353,-87.680622,727259.0,683380.0,43879.0,0.0642087857415
715,2006,40120,35th/Archer,1.0,ORANGE,41.829353,-87.680622,769444.0,727259.0,42185.0,0.0580054698532
856,2007,40120,35th/Archer,1.0,ORANGE,41.829353,-87.680622,803537.0,769444.0,34093.0,0.0443086176512
997,2008,40120,35th/Archer,1.0,ORANGE,41.829353,-87.680622,834244.0,803537.0,30707.0,0.0382147928471
1138,2009,40120,35th/Archer,1.0,ORANGE,41.829353,-87.680622,790016.0,834244.0,-44228.0,-0.0530156644819
1279,2010,40120,35th/Archer,1.0,ORANGE,41.829353,-87.680622,794260.0,790016.0,4244.0,0.00537204309786
1420,2011,40120,35th/Archer,1.0,ORANGE,41.829353,-87.680622,860031.0,794260.0,65771.0,0.0828078966585
1561,2012,40120,35th/Archer,1.0,ORANGE,41.829353,-87.680622,911848.0,860031.0,51817.0,0.0602501537735
1705,2013,40120,35th/Archer,1.0,ORANGE,41.829353,-87.680622,936192.0,911848.0,24344.0,0.0266974320281
1848,2014,40120,35th/Archer,1.0,ORANGE,41.829353,-87.680622,936665.0,936192.0,473.0,0.000505238241728
1991,2015,40120,35th/Archer,1.0,ORANGE,41.829353,-87.680622,983098.0,936665.0,46433.0,0.0495726860724
2135,2016,40120,35th/Archer,1.0,ORANGE,41.829353,-87.680622,977132.571429,983098.0,-5965.428571428638,-0.00606798973391
152,2002,40130,51st,1.0,GREEN,41.80209,-87.618487,340257.0,366546.0,-26289.0,-0.0717208754154
293,2003,40130,51st,1.0,GREEN,41.80209,-87.618487,333844.0,340257.0,-6413.0,-0.0188475181995
434,2004,40130,51st,1.0,GREEN,41.80209,-87.618487,312378.0,333844.0,-21466.0,-0.0642994931765
575,2005,40130,51st,1.0,GREEN,41.80209,-87.618487,320010.0,312378.0,7632.0,0.0244319382287
716,2006,40130,51st,1.0,GREEN,41.80209,-87.618487,339369.0,320010.0,19359.0,0.0604949845317
857,2007,40130,51st,1.0,GREEN,41.80209,-87.618487,340624.0,339369.0,1255.0,0.00369803959702
998,2008,40130,51st,1.0,GREEN,41.80209,-87.618487,348071.0,340624.0,7447.0,0.021862816478
1139,2009,40130,51st,1.0,GREEN,41.80209,-87.618487,337875.0,348071.0,-10196.0,-0.029292874155
1280,2010,40130,51st,1.0,GREEN,41.80209,-87.618487,343505.0,337875.0,5630.0,0.0166629670736
1421,2011,40130,51st,1.0,GREEN,41.80209,-87.618487,362380.0,343505.0,18875.0,0.0549482540283
1562,2012,40130,51st,1.0,GREEN,41.80209,-87.618487,370484.0,362380.0,8104.0,0.0223632650809
1706,2013,40130,51st,1.0,GREEN,41.80209,-87.618487,447449.0,370484.0,76965.0,0.207741764827
1849,2014,40130,51st,1.0,GREEN,41.80209,-87.618487,362309.0,447449.0,-85140.0,-0.19027866863
1992,2015,40130,51st,1.0,GREEN,41.80209,-87.618487,362789.0,362309.0,480.0,0.00132483598255
2136,2016,40130,51st,1.0,GREEN,41.80209,-87.618487,333473.142857,362789.0,-29315.85714285716,-0.0808069074389
153,2002,40140,Skokie,1.0,YELLOW,42.038951,-87.751919,671171.0,680104.0,-8933.0,-0.0131347558609
294,2003,40140,Skokie,1.0,YELLOW,42.038951,-87.751919,632617.0,671171.0,-38554.0,-0.0574428871331
435,2004,40140,Skokie,1.0,YELLOW,42.038951,-87.751919,607994.0,632617.0,-24623.0,-0.0389224443858
576,2005,40140,Skokie,1.0,YELLOW,42.038951,-87.751919,622252.0,607994.0,14258.0,0.023450889318
717,2006,40140,Skokie,1.0,YELLOW,42.038951,-87.751919,611501.0,622252.0,-10751.0,-0.0172775660022
858,2007,40140,Skokie,1.0,YELLOW,42.038951,-87.751919,587667.0,611501.0,-23834.0,-0.0389762240781
999,2008,40140,Skokie,1.0,YELLOW,42.038951,-87.751919,708168.0,587667.0,120501.0,0.20504979861
1140,2009,40140,Skokie,1.0,YELLOW,42.038951,-87.751919,744353.0,708168.0,36185.0,0.0510966324375
1281,2010,40140,Skokie,1.0,YELLOW,42.038951,-87.751919,780454.0,744353.0,36101.0,0.0484998381144
1422,2011,40140,Skokie,1.0,YELLOW,42.038951,-87.751919,794416.0,780454.0,13962.0,0.0178895873428
1563,2012,40140,Dempster-Skokie,1.0,YELLOW,42.038951,-87.751919,570533.0,794416.0,-223883.0,-0.2818208596
1564,2012,40140,Skokie,1.0,YELLOW,42.038951,-87.751919,187751.0,570533.0,-382782.0,-0.670919999369
1707,2013,40140,Dempster-Skokie,1.0,YELLOW,42.038951,-87.751919,697441.0,187751.0,509690.0,2.71471257144
1850,2014,40140,Dempster-Skokie,1.0,YELLOW,42.038951,-87.751919,685359.0,697441.0,-12082.0,-0.0173233291418
1993,2015,40140,Dempster-Skokie,1.0,YELLOW,42.038951,-87.751919,323519.0,685359.0,-361840.0,-0.527956880992
2137,2016,40140,Dempster-Skokie,1.0,YELLOW,42.038951,-87.751919,580974.857143,323519.0,257455.85714285716,0.795798259586
154,2002,40150,Pulaski-Cermak,1.0,PINK,41.853732,-87.724311,88781.0,120315.0,-31534.0,-0.262095333084
295,2003,40150,Pulaski-Cermak,1.0,PINK,41.853732,-87.724311,68507.0,88781.0,-20274.0,-0.228359671551
436,2004,40150,Pulaski-Cermak,1.0,PINK,41.853732,-87.724311,109931.0,68507.0,41424.0,0.604668136103
577,2005,40150,Pulaski-Cermak,1.0,PINK,41.853732,-87.724311,187105.0,109931.0,77174.0,0.702022177548
718,2006,40150,Pulaski-Cermak,1.0,PINK,41.853732,-87.724311,235430.0,187105.0,48325.0,0.258277437802
859,2007,40150,Pulaski-Cermak,1.0,PINK,41.853732,-87.724311,271747.0,235430.0,36317.0,0.154258165909
1000,2008,40150,Pulaski-Cermak,1.0,PINK,41.853732,-87.724311,326817.0,271747.0,55070.0,0.202651731206
1141,2009,40150,Pulaski-Cermak,1.0,PINK,41.853732,-87.724311,327663.0,326817.0,846.0,0.00258860463195
1282,2010,40150,Pulaski-Cermak,1.0,PINK,41.853732,-87.724311,349463.0,327663.0,21800.0,0.066531771973
1423,2011,40150,Pulaski-Cermak,1.0,PINK,41.853732,-87.724311,377073.0,349463.0,27610.0,0.0790069334951
1565,2012,40150,Pulaski-Cermak,1.0,PINK,41.853732,-87.724311,399870.0,377073.0,22797.0,0.0604577893405
1708,2013,40150,Pulaski-Cermak,1.0,PINK,41.853732,-87.724311,388789.0,399870.0,-11081.0,-0.0277115062395
1851,2014,40150,Pulaski-Cermak,1.0,PINK,41.853732,-87.724311,413982.0,388789.0,25193.0,0.0647986439946
1994,2015,40150,Pulaski-Cermak,1.0,PINK,41.853732,-87.724311,411586.0,413982.0,-2396.0,-0.00578769125228
2138,2016,40150,Pulaski-Cermak,1.0,PINK,41.853732,-87.724311,368796.0,411586.0,-42790.0,-0.103963691671
155,2002,40160,LaSalle/Van Buren,4.0,MULTI,41.8768,-87.631739,826762.0,887177.0,-60415.0,-0.0680980232806
296,2003,40160,LaSalle/Van Buren,4.0,MULTI,41.8768,-87.631739,810305.0,826762.0,-16457.0,-0.0199053657522
437,2004,40160,LaSalle/Van Buren,4.0,MULTI,41.8768,-87.631739,767237.0,810305.0,-43068.0,-0.0531503569644
578,2005,40160,LaSalle/Van Buren,4.0,MULTI,41.8768,-87.631739,762134.0,767237.0,-5103.0,-0.0066511390874
719,2006,40160,LaSalle/Van Buren,4.0,MULTI,41.8768,-87.631739,821884.0,762134.0,59750.0,0.0783982869154
860,2007,40160,LaSalle/Van Buren,4.0,MULTI,41.8768,-87.631739,833183.0,821884.0,11299.0,0.0137476821547
1001,2008,40160,LaSalle/Van Buren,4.0,MULTI,41.8768,-87.631739,870890.0,833183.0,37707.0,0.0452565642842
1142,2009,40160,LaSalle/Van Buren,4.0,MULTI,41.8768,-87.631739,839201.0,870890.0,-31689.0,-0.0363869145357
1283,2010,40160,LaSalle/Van Buren,4.0,MULTI,41.8768,-87.631739,794830.0,839201.0,-44371.0,-0.0528729112573
1424,2011,40160,LaSalle/Van Buren,4.0,MULTI,41.8768,-87.631739,852795.0,794830.0,57965.0,0.0729275442547
1566,2012,40160,LaSalle/Van Buren,4.0,MULTI,41.8768,-87.631739,812232.0,852795.0,-40563.0,-0.0475647723075
1709,2013,40160,LaSalle/Van Buren,4.0,MULTI,41.8768,-87.631739,797870.0,812232.0,-14362.0,-0.0176821400782
1852,2014,40160,LaSalle/Van Buren,4.0,MULTI,41.8768,-87.631739,820987.0,797870.0,23117.0,0.0289733916553
1995,2015,40160,LaSalle/Van Buren,4.0,MULTI,41.8768,-87.631739,774355.0,820987.0,-46632.0,-0.0567999249684
2139,2016,40160,LaSalle/Van Buren,4.0,MULTI,41.8768,-87.631739,809070.857143,774355.0,34715.85714285704,0.0448319661433
156,2002,40170,Ashland-Lake,2.0,MULTI,41.885269,-87.666969,452241.0,438319.0,13922.0,0.0317622553437
297,2003,40170,Ashland-Lake,2.0,MULTI,41.885269,-87.666969,444796.0,452241.0,-7445.0,-0.0164624613867
