,year,station_id,stationname,num_lines,line,Latitude,Longitude,rides,prior_rides,ride_dif,rltv_ride_dif
1587,2012,40370,Washington/Dearborn,1.0,BLUE,41.883164,-87.62944,2806123.0,2617073.0,189050.0,0.0722371901739
1730,2013,40370,Washington/Dearborn,1.0,BLUE,41.883164,-87.62944,3175901.0,2806123.0,369778.0,0.131775406851
1873,2014,40370,Washington/Dearborn,1.0,BLUE,41.883164,-87.62944,3431799.0,3175901.0,255898.0,0.0805749297601
2016,2015,40370,Washington/Dearborn,1.0,BLUE,41.883164,-87.62944,3633658.0,3431799.0,201859.0,0.0588201698293
2160,2016,40370,Washington/Dearborn,1.0,BLUE,41.883164,-87.62944,3723281.14286,3633658.0,89623.14285714272,0.0246647160677
177,2002,40380,Clark/Lake,6.0,MULTI,41.885737,-87.630886,4110850.0,4272228.0,-161378.0,-0.0377737330498
318,2003,40380,Clark/Lake,6.0,MULTI,41.885737,-87.630886,4078533.0,4110850.0,-32317.0,-0.00786139119647
459,2004,40380,Clark/Lake,6.0,MULTI,41.885737,-87.630886,4066230.0,4078533.0,-12303.0,-0.00301652579494
600,2005,40380,Clark/Lake,6.0,MULTI,41.885737,-87.630886,4305354.0,4066230.0,239124.0,0.0588072981607
741,2006,40380,Clark/Lake,6.0,MULTI,41.885737,-87.630886,4623730.0,4305354.0,318376.0,0.073948855309
882,2007,40380,Clark/Lake,6.0,MULTI,41.885737,-87.630886,4750393.0,4623730.0,126663.0,0.027394116871
1023,2008,40380,Clark/Lake,6.0,MULTI,41.885737,-87.630886,5260786.0,4750393.0,510393.0,0.107442268461
1164,2009,40380,Clark/Lake,6.0,MULTI,41.885737,-87.630886,5107625.0,5260786.0,-153161.0,-0.0291137103847
1305,2010,40380,Clark/Lake,6.0,MULTI,41.885737,-87.630886,5166698.0,5107625.0,59073.0,0.0115656493967
1446,2011,40380,Clark/Lake,6.0,MULTI,41.885737,-87.630886,5379051.0,5166698.0,212353.0,0.0411003313915
1588,2012,40380,Clark/Lake,6.0,MULTI,41.885737,-87.630886,5650945.0,5379051.0,271894.0,0.0505468343765
1731,2013,40380,Clark/Lake,6.0,MULTI,41.885737,-87.630886,5543559.0,5650945.0,-107386.0,-0.0190031932712
1874,2014,40380,Clark/Lake,6.0,MULTI,41.885737,-87.630886,5573235.0,5543559.0,29676.0,0.0053532396787
2017,2015,40380,Clark/Lake,6.0,MULTI,41.885737,-87.630886,5997069.0,5573235.0,423834.0,0.0760481120929
2161,2016,40380,Clark/Lake,6.0,MULTI,41.885737,-87.630886,5944935.42857,5997069.0,-52133.57142857183,-0.00869317518751
178,2002,40390,Forest Park,1.0,BLUE,41.874257,-87.817318,1084487.0,1052539.0,31948.0,0.0303532695701
319,2003,40390,Forest Park,1.0,BLUE,41.874257,-87.817318,1087888.0,1084487.0,3401.0,0.00313604496873
460,2004,40390,Forest Park,1.0,BLUE,41.874257,-87.817318,1089592.0,1087888.0,1704.0,0.00156633771123
601,2005,40390,Forest Park,1.0,BLUE,41.874257,-87.817318,1116337.0,1089592.0,26745.0,0.0245458850652
742,2006,40390,Forest Park,1.0,BLUE,41.874257,-87.817318,1141199.0,1116337.0,24862.0,0.0222710525585
883,2007,40390,Forest Park,1.0,BLUE,41.874257,-87.817318,1167425.0,1141199.0,26226.0,0.0229810926929
1024,2008,40390,Forest Park,1.0,BLUE,41.874257,-87.817318,1249061.0,1167425.0,81636.0,0.0699282609161
1165,2009,40390,Forest Park,1.0,BLUE,41.874257,-87.817318,1153305.0,1249061.0,-95756.0,-0.0766623887865
1306,2010,40390,Forest Park,1.0,BLUE,41.874257,-87.817318,1146097.0,1153305.0,-7208.0,-0.00624986451979
1447,2011,40390,Forest Park,1.0,BLUE,41.874257,-87.817318,1189771.0,1146097.0,43674.0,0.0381067222059
1589,2012,40390,Forest Park,1.0,BLUE,41.874257,-87.817318,1204232.0,1189771.0,14461.0,0.012154439804
1732,2013,40390,Forest Park,1.0,BLUE,41.874257,-87.817318,1155802.0,1204232.0,-48430.0,-0.0402165031323
1875,2014,40390,Forest Park,1.0,BLUE,41.874257,-87.817318,1157040.0,1155802.0,1238.0,0.00107111771739
2018,2015,40390,Forest Park,1.0,BLUE,41.874257,-87.817318,1135352.0,1157040.0,-21688.0,-0.0187443822167
2162,2016,40390,Forest Park,1.0,BLUE,41.874257,-87.817318,1085681.14286,1135352.0,-49670.857142857276,-0.043749301664
179,2002,40400,Noyes,1.0,PURPLE,42.058282,-87.683337,193200.0,188872.0,4328.0,0.0229149900462
320,2003,40400,Noyes,1.0,PURPLE,42.058282,-87.683337,198571.0,193200.0,5371.0,0.0278002070393
461,2004,40400,Noyes,1.0,PURPLE,42.058282,-87.683337,193749.0,198571.0,-4822.0,-0.0242835056479
602,2005,40400,Noyes,1.0,PURPLE,42.058282,-87.683337,179963.0,193749.0,-13786.0,-0.0711539156331
743,2006,40400,Noyes,1.0,PURPLE,42.058282,-87.683337,181270.0,179963.0,1307.0,0.00726260397971
884,2007,40400,Noyes,1.0,PURPLE,42.058282,-87.683337,196965.0,181270.0,15695.0,0.0865835494014
1025,2008,40400,Noyes,1.0,PURPLE,42.058282,-87.683337,220197.0,196965.0,23232.0,0.117949889574
1166,2009,40400,Noyes,1.0,PURPLE,42.058282,-87.683337,223637.0,220197.0,3440.0,0.0156223745101
1307,2010,40400,Noyes,1.0,PURPLE,42.058282,-87.683337,221997.0,223637.0,-1640.0,-0.00733331246618
1448,2011,40400,Noyes,1.0,PURPLE,42.058282,-87.683337,241092.0,221997.0,19095.0,0.086014675874
1590,2012,40400,Noyes,1.0,PURPLE,42.058282,-87.683337,243947.0,241092.0,2855.0,0.0118419524497
1733,2013,40400,Noyes,1.0,PURPLE,42.058282,-87.683337,245804.0,243947.0,1857.0,0.0076123092311
1876,2014,40400,Noyes,1.0,PURPLE,42.058282,-87.683337,256118.0,245804.0,10314.0,0.041960261021
2019,2015,40400,Noyes,1.0,PURPLE,42.058282,-87.683337,257335.0,256118.0,1217.0,0.0047517160059
2163,2016,40400,Noyes,1.0,PURPLE,42.058282,-87.683337,278117.142857,257335.0,20782.14285714284,0.0807590994507
180,2002,40420,Cicero-Cermak,1.0,PINK,41.85182,-87.745336,194792.0,230808.0,-36016.0,-0.156043118089
321,2003,40420,Cicero-Cermak,1.0,PINK,41.85182,-87.745336,166801.0,194792.0,-27991.0,-0.143696866401
462,2004,40420,Cicero-Cermak,1.0,PINK,41.85182,-87.745336,178702.0,166801.0,11901.0,0.0713484931145
603,2005,40420,Cicero-Cermak,1.0,PINK,41.85182,-87.745336,258742.0,178702.0,80040.0,0.447896498081
744,2006,40420,Cicero-Cermak,1.0,PINK,41.85182,-87.745336,308520.0,258742.0,49778.0,0.192384692087
885,2007,40420,Cicero-Cermak,1.0,PINK,41.85182,-87.745336,332647.0,308520.0,24127.0,0.0782023855828
1026,2008,40420,Cicero-Cermak,1.0,PINK,41.85182,-87.745336,377096.0,332647.0,44449.0,0.133622127961
1167,2009,40420,Cicero-Cermak,1.0,PINK,41.85182,-87.745336,368220.0,377096.0,-8876.0,-0.0235377728748
1308,2010,40420,Cicero-Cermak,1.0,PINK,41.85182,-87.745336,377243.0,368220.0,9023.0,0.0245043723861
1449,2011,40420,Cicero-Cermak,1.0,PINK,41.85182,-87.745336,402926.0,377243.0,25683.0,0.0680807861246
1591,2012,40420,Cicero-Cermak,1.0,PINK,41.85182,-87.745336,443262.0,402926.0,40336.0,0.100107712086
1734,2013,40420,Cicero-Cermak,1.0,PINK,41.85182,-87.745336,430001.0,443262.0,-13261.0,-0.0299168437628
1877,2014,40420,Cicero-Cermak,1.0,PINK,41.85182,-87.745336,448677.0,430001.0,18676.0,0.0434324571338
2020,2015,40420,Cicero-Cermak,1.0,PINK,41.85182,-87.745336,455069.0,448677.0,6392.0,0.0142463286507
2164,2016,40420,Cicero-Cermak,1.0,PINK,41.85182,-87.745336,422055.428571,455069.0,-33013.57142857148,-0.0725462983165
181,2002,40430,Clinton-Forest Park,1.0,BLUE,41.875539,-87.640984,724631.0,688298.0,36333.0,0.052786729004
322,2003,40430,Clinton-Forest Park,1.0,BLUE,41.875539,-87.640984,752593.0,724631.0,27962.0,0.0385879157806
463,2004,40430,Clinton-Forest Park,1.0,BLUE,41.875539,-87.640984,764276.0,752593.0,11683.0,0.0155236628563
604,2005,40430,Clinton-Forest Park,1.0,BLUE,41.875539,-87.640984,816428.0,764276.0,52152.0,0.0682371289953
745,2006,40430,Clinton-Forest Park,1.0,BLUE,41.875539,-87.640984,847176.0,816428.0,30748.0,0.0376616186608
886,2007,40430,Clinton-Forest Park,1.0,BLUE,41.875539,-87.640984,772533.0,847176.0,-74643.0,-0.0881080200572
1027,2008,40430,Clinton-Forest Park,1.0,BLUE,41.875539,-87.640984,830196.0,772533.0,57663.0,0.0746414716265
1168,2009,40430,Clinton-Forest Park,1.0,BLUE,41.875539,-87.640984,780218.0,830196.0,-49978.0,-0.0602002418706
1309,2010,40430,Clinton-Forest Park,1.0,BLUE,41.875539,-87.640984,862548.0,780218.0,82330.0,0.105521790064
1450,2011,40430,Clinton-Forest Park,1.0,BLUE,41.875539,-87.640984,963941.0,862548.0,101393.0,0.117550559505
1592,2012,40430,Clinton-Forest Park,1.0,BLUE,41.875539,-87.640984,1040401.0,963941.0,76460.0,0.0793202073571
1735,2013,40430,Clinton-Forest Park,1.0,BLUE,41.875539,-87.640984,1061444.0,1040401.0,21043.0,0.0202258552231
1878,2014,40430,Clinton-Forest Park,1.0,BLUE,41.875539,-87.640984,1116639.0,1061444.0,55195.0,0.0519999170941
2021,2015,40430,Clinton-Forest Park,1.0,BLUE,41.875539,-87.640984,1174021.0,1116639.0,57382.0,0.0513881388703
2165,2016,40430,Clinton-Forest Park,1.0,BLUE,41.875539,-87.640984,1191730.28571,1174021.0,17709.28571428568,0.0150843006337
182,2002,40440,California-Cermak,1.0,PINK,41.854109,-87.694774,182814.0,204142.0,-21328.0,-0.104476295912
323,2003,40440,California-Cermak,1.0,PINK,41.854109,-87.694774,134346.0,182814.0,-48468.0,-0.265121927205
464,2004,40440,California-Cermak,1.0,PINK,41.854109,-87.694774,150848.0,134346.0,16502.0,0.122832090274
605,2005,40440,California-Cermak,1.0,PINK,41.854109,-87.694774,253619.0,150848.0,102771.0,0.6812884493
746,2006,40440,California-Cermak,1.0,PINK,41.854109,-87.694774,299429.0,253619.0,45810.0,0.180625268612
887,2007,40440,California-Cermak,1.0,PINK,41.854109,-87.694774,326506.0,299429.0,27077.0,0.0904287827832
1028,2008,40440,California-Cermak,1.0,PINK,41.854109,-87.694774,370328.0,326506.0,43822.0,0.134214991455
1169,2009,40440,California-Cermak,1.0,PINK,41.854109,-87.694774,361801.0,370328.0,-8527.0,-0.0230255341211
1310,2010,40440,California-Cermak,1.0,PINK,41.854109,-87.694774,389646.0,361801.0,27845.0,0.0769621974511
1451,2011,40440,California-Cermak,1.0,PINK,41.854109,-87.694774,421248.0,389646.0,31602.0,0.081104387059
1593,2012,40440,California-Cermak,1.0,PINK,41.854109,-87.694774,452047.0,421248.0,30799.0,0.0731137002431
1736,2013,40440,California-Cermak,1.0,PINK,41.854109,-87.694774,454842.0,452047.0,2795.0,0.00618298539754
1879,2014,40440,California-Cermak,1.0,PINK,41.854109,-87.694774,468229.0,454842.0,13387.0,0.0294321984337
2022,2015,40440,California-Cermak,1.0,PINK,41.854109,-87.694774,520389.0,468229.0,52160.0,0.111398482367
2166,2016,40440,California-Cermak,1.0,PINK,41.854109,-87.694774,479700.0,520389.0,-40689.0,-0.0781895850988
183,2002,40450,95th/Dan Ryan,1.0,RED,41.722377,-87.624342,4275058.0,4337821.0,-62763.0,-0.0144687851343
324,2003,40450,95th/Dan Ryan,1.0,RED,41.722377,-87.624342,4169218.0,4275058.0,-105840.0,-0.0247575588448
465,2004,40450,95th/Dan Ryan,1.0,RED,41.722377,-87.624342,4152708.0,4169218.0,-16510.0,-0.00395997522797
606,2005,40450,95th/Dan Ryan,1.0,RED,41.722377,-87.624342,4245078.0,4152708.0,92370.0,0.0222433168911
747,2006,40450,95th/Dan Ryan,1.0,RED,41.722377,-87.624342,4324234.0,4245078.0,79156.0,0.0186465360589
888,2007,40450,95th/Dan Ryan,1.0,RED,41.722377,-87.624342,4281616.0,4324234.0,-42618.0,-0.00985561835923
1029,2008,40450,95th/Dan Ryan,1.0,RED,41.722377,-87.624342,4372074.0,4281616.0,90458.0,0.0211270697793
1170,2009,40450,95th/Dan Ryan,1.0,RED,41.722377,-87.624342,4068944.0,4372074.0,-303130.0,-0.0693332272052
1311,2010,40450,95th/Dan Ryan,1.0,RED,41.722377,-87.624342,4023880.0,4068944.0,-45064.0,-0.0110751094141
1452,2011,40450,95th/Dan Ryan,1.0,RED,41.722377,-87.624342,4071105.0,4023880.0,47225.0,0.0117361849757
1594,2012,40450,95th/Dan Ryan,1.0,RED,41.722377,-87.624342,3982594.0,4071105.0,-88511.0,-0.0217412717186
1737,2013,40450,95th/Dan Ryan,1.0,RED,41.722377,-87.624342,1996862.0,3982594.0,-1985732.0,-0.498602669516
1880,2014,40450,95th/Dan Ryan,1.0,RED,41.722377,-87.624342,3669599.0,1996862.0,1672737.0,0.837682824351
2023,2015,40450,95th/Dan Ryan,1.0,RED,41.722377,-87.624342,3676215.0,3669599.0,6616.0,0.00180292179064
2167,2016,40450,95th/Dan Ryan,1.0,RED,41.722377,-87.624342,3469577.14286,3676215.0,-206637.85714285728,-0.0562094048207
184,2002,40460,Merchandise Mart,2.0,MULTI,41.888969,-87.633924,1497122.0,1575678.0,-78556.0,-0.0498553638497
325,2003,40460,Merchandise Mart,2.0,MULTI,41.888969,-87.633924,1487403.0,1497122.0,-9719.0,-0.00649178891233
466,2004,40460,Merchandise Mart,2.0,MULTI,41.888969,-87.633924,1413038.0,1487403.0,-74365.0,-0.0499965375893
607,2005,40460,Merchandise Mart,2.0,MULTI,41.888969,-87.633924,1407294.0,1413038.0,-5744.0,-0.00406500037508
748,2006,40460,Merchandise Mart,2.0,MULTI,41.888969,-87.633924,1524159.0,1407294.0,116865.0,0.0830423493598
889,2007,40460,Merchandise Mart,2.0,MULTI,41.888969,-87.633924,1547645.0,1524159.0,23486.0,0.015409153507
1030,2008,40460,Merchandise Mart,2.0,MULTI,41.888969,-87.633924,1644103.0,1547645.0,96458.0,0.0623256625389
1171,2009,40460,Merchandise Mart,2.0,MULTI,41.888969,-87.633924,1626947.0,1644103.0,-17156.0,-0.0104348693482
1312,2010,40460,Merchandise Mart,2.0,MULTI,41.888969,-87.633924,1688516.0,1626947.0,61569.0,0.0378432733211
1453,2011,40460,Merchandise Mart,2.0,MULTI,41.888969,-87.633924,1812182.0,1688516.0,123666.0,0.0732394599755
1595,2012,40460,Merchandise Mart,2.0,MULTI,41.888969,-87.633924,1916772.0,1812182.0,104590.0,0.0577149535753
1738,2013,40460,Merchandise Mart,2.0,MULTI,41.888969,-87.633924,1927931.0,1916772.0,11159.0,0.00582176701246
1881,2014,40460,Merchandise Mart,2.0,MULTI,41.888969,-87.633924,2100263.0,1927931.0,172332.0,0.0893870164441
2024,2015,40460,Merchandise Mart,2.0,MULTI,41.888969,-87.633924,2091451.0,2100263.0,-8812.0,-0.0041956650191
2168,2016,40460,Merchandise Mart,2.0,MULTI,41.888969,-87.633924,2217063.42857,2091451.0,125612.42857142864,0.0600599433462
185,2002,40470,Racine,1.0,BLUE,41.87592,-87.659458,644707.0,621750.0,22957.0,0.0369232006433
326,2003,40470,Racine,1.0,BLUE,41.87592,-87.659458,652588.0,644707.0,7881.0,0.0122241576406
467,2004,40470,Racine,1.0,BLUE,41.87592,-87.659458,639888.0,652588.0,-12700.0,-0.0194609769104
608,2005,40470,Racine,1.0,BLUE,41.87592,-87.659458,656656.0,639888.0,16768.0,0.0262045858025
749,2006,40470,Racine,1.0,BLUE,41.87592,-87.659458,657698.0,656656.0,1042.0,0.00158682780634
890,2007,40470,Racine,1.0,BLUE,41.87592,-87.659458,619126.0,657698.0,-38572.0,-0.0586469777922
1031,2008,40470,Racine,1.0,BLUE,41.87592,-87.659458,636239.0,619126.0,17113.0,0.0276405772008
1172,2009,40470,Racine,1.0,BLUE,41.87592,-87.659458,609172.0,636239.0,-27067.0,-0.0425421893345
1313,2010,40470,Racine,1.0,BLUE,41.87592,-87.659458,638034.0,609172.0,28862.0,0.0473790653543
1454,2011,40470,Racine,1.0,BLUE,41.87592,-87.659458,735696.0,638034.0,97662.0,0.15306707793
1596,2012,40470,Racine,1.0,BLUE,41.87592,-87.659458,727189.0,735696.0,-8507.0,-0.0115632000174
1739,2013,40470,Racine,1.0,BLUE,41.87592,-87.659458,751720.0,727189.0,24531.0,0.0337340086277
1882,2014,40470,Racine,1.0,BLUE,41.87592,-87.659458,757731.0,751720.0,6011.0,0.00799632842016
2025,2015,40470,Racine,1.0,BLUE,41.87592,-87.659458,733620.0,757731.0,-24111.0,-0.0318199994457
2169,2016,40470,Racine,1.0,BLUE,41.87592,-87.659458,687411.428571,733620.0,-46208.57142857148,-0.0629870660949
186,2002,40480,Cicero-Lake,1.0,GREEN,41.886519,-87.744698,390593.0,410759.0,-20166.0,-0.0490944811921
327,2003,40480,Cicero-Lake,1.0,GREEN,41.886519,-87.744698,376264.0,390593.0,-14329.0,-0.0366852452553
468,2004,40480,Cicero-Lake,1.0,GREEN,41.886519,-87.744698,368166.0,376264.0,-8098.0,-0.0215221227649
609,2005,40480,Cicero-Lake,1.0,GREEN,41.886519,-87.744698,405883.0,368166.0,37717.0,0.102445635936
750,2006,40480,Cicero-Lake,1.0,GREEN,41.886519,-87.744698,426721.0,405883.0,20838.0,0.0513399181538
891,2007,40480,Cicero-Lake,1.0,GREEN,41.886519,-87.744698,455465.0,426721.0,28744.0,0.0673601721031
1032,2008,40480,Cicero-Lake,1.0,GREEN,41.886519,-87.744698,475745.0,455465.0,20280.0,0.0445259240556
1173,2009,40480,Cicero-Lake,1.0,GREEN,41.886519,-87.744698,462871.0,475745.0,-12874.0,-0.0270607152992
1314,2010,40480,Cicero-Lake,1.0,GREEN,41.886519,-87.744698,461451.0,462871.0,-1420.0,-0.00306780938966
1455,2011,40480,Cicero-Lake,1.0,GREEN,41.886519,-87.744698,459871.0,461451.0,-1580.0,-0.00342398217796
1597,2012,40480,Cicero-Lake,1.0,GREEN,41.886519,-87.744698,483875.0,459871.0,24004.0,0.0521972466192
1740,2013,40480,Cicero-Lake,1.0,GREEN,41.886519,-87.744698,456023.0,483875.0,-27852.0,-0.0575603203307
1883,2014,40480,Cicero-Lake,1.0,GREEN,41.886519,-87.744698,513581.0,456023.0,57558.0,0.126217317986
2026,2015,40480,Cicero-Lake,1.0,GREEN,41.886519,-87.744698,496554.0,513581.0,-17027.0,-0.0331534850394
2170,2016,40480,Cicero-Lake,1.0,GREEN,41.886519,-87.744698,443230.285714,496554.0,-53323.71428571432,-0.107387543521
187,2002,40490,Grand/Milwaukee,1.0,BLUE,41.891189,-87.647578,359350.0,351997.0,7353.0,0.02088938258
328,2003,40490,Grand/Milwaukee,1.0,BLUE,41.891189,-87.647578,360611.0,359350.0,1261.0,0.00350911367747
469,2004,40490,Grand/Milwaukee,1.0,BLUE,41.891189,-87.647578,398033.0,360611.0,37422.0,0.103773872677
610,2005,40490,Grand/Milwaukee,1.0,BLUE,41.891189,-87.647578,455725.0,398033.0,57692.0,0.144942756003
751,2006,40490,Grand/Milwaukee,1.0,BLUE,41.891189,-87.647578,475885.0,455725.0,20160.0,0.0442372044544
892,2007,40490,Grand/Milwaukee,1.0,BLUE,41.891189,-87.647578,446399.0,475885.0,-29486.0,-0.061960347563
1033,2008,40490,Grand/Milwaukee,1.0,BLUE,41.891189,-87.647578,520664.0,446399.0,74265.0,0.166364619992
1174,2009,40490,Grand/Milwaukee,1.0,BLUE,41.891189,-87.647578,517482.0,520664.0,-3182.0,-0.00611142694713
1315,2010,40490,Grand/Milwaukee,1.0,BLUE,41.891189,-87.647578,596926.0,517482.0,79444.0,0.153520315682
1456,2011,40490,Grand/Milwaukee,1.0,BLUE,41.891189,-87.647578,664960.0,596926.0,68034.0,0.113973926416
1598,2012,40490,Grand/Milwaukee,1.0,BLUE,41.891189,-87.647578,694508.0,664960.0,29548.0,0.0444357555342
1741,2013,40490,Grand/Milwaukee,1.0,BLUE,41.891189,-87.647578,777998.0,694508.0,83490.0,0.12021459796
1884,2014,40490,Grand/Milwaukee,1.0,BLUE,41.891189,-87.647578,809531.0,777998.0,31533.0,0.0405309525217
2027,2015,40490,Grand/Milwaukee,1.0,BLUE,41.891189,-87.647578,883831.0,809531.0,74300.0,0.0917815377052
2171,2016,40490,Grand/Milwaukee,1.0,BLUE,41.891189,-87.647578,882593.142857,883831.0,-1237.8571428571595,-0.00140055863944
188,2002,40510,Garfield-South Elevated,1.0,GREEN,41.795172,-87.618327,299220.0,262618.0,36602.0,0.139373538752
329,2003,40510,Garfield-South Elevated,1.0,GREEN,41.795172,-87.618327,331084.0,299220.0,31864.0,0.106490207874
470,2004,40510,Garfield-South Elevated,1.0,GREEN,41.795172,-87.618327,339411.0,331084.0,8327.0,0.0251507170386
611,2005,40510,Garfield-South Elevated,1.0,GREEN,41.795172,-87.618327,395184.0,339411.0,55773.0,0.164322900554
752,2006,40510,Garfield-South Elevated,1.0,GREEN,41.795172,-87.618327,464500.0,395184.0,69316.0,0.175401838131
893,2007,40510,Garfield-South Elevated,1.0,GREEN,41.795172,-87.618327,486434.0,464500.0,21934.0,0.0472206673843
1034,2008,40510,Garfield-South Elevated,1.0,GREEN,41.795172,-87.618327,476586.0,486434.0,-9848.0,-0.0202452953535
1175,2009,40510,Garfield-South Elevated,1.0,GREEN,41.795172,-87.618327,423512.0,476586.0,-53074.0,-0.111362901974
1316,2010,40510,Garfield-South Elevated,1.0,GREEN,41.795172,-87.618327,410023.0,423512.0,-13489.0,-0.0318503371805
1457,2011,40510,Garfield-South Elevated,1.0,GREEN,41.795172,-87.618327,417310.0,410023.0,7287.0,0.0177721737561
1599,2012,40510,Garfield-South Elevated,1.0,GREEN,41.795172,-87.618327,426223.0,417310.0,8913.0,0.0213582229038
1742,2013,40510,Garfield-South Elevated,1.0,GREEN,41.795172,-87.618327,2259597.0,426223.0,1833374.0,4.30144314127
1885,2014,40510,Garfield-South Elevated,1.0,GREEN,41.795172,-87.618327,483968.0,2259597.0,-1775629.0,-0.785816674389
2028,2015,40510,Garfield-South Elevated,1.0,GREEN,41.795172,-87.618327,473620.0,483968.0,-10348.0,-0.0213815789474
2172,2016,40510,Garfield-South Elevated,1.0,GREEN,41.795172,-87.618327,435692.571429,473620.0,-37927.42857142858,-0.0800798711444
189,2002,40520,Foster,1.0,PURPLE,42.05416,-87.68356,205118.0,210629.0,-5511.0,-0.0261644882708
330,2003,40520,Foster,1.0,PURPLE,42.05416,-87.68356,204613.0,205118.0,-505.0,-0.00246199748437
471,2004,40520,Foster,1.0,PURPLE,42.05416,-87.68356,211013.0,204613.0,6400.0,0.0312785600133
612,2005,40520,Foster,1.0,PURPLE,42.05416,-87.68356,216374.0,211013.0,5361.0,0.0254060176387
753,2006,40520,Foster,1.0,PURPLE,42.05416,-87.68356,217380.0,216374.0,1006.0,0.00464935713163
894,2007,40520,Foster,1.0,PURPLE,42.05416,-87.68356,212575.0,217380.0,-4805.0,-0.0221041494158
1035,2008,40520,Foster,1.0,PURPLE,42.05416,-87.68356,235758.0,212575.0,23183.0,0.109057979537
1176,2009,40520,Foster,1.0,PURPLE,42.05416,-87.68356,245849.0,235758.0,10091.0,0.0428023651371
1317,2010,40520,Foster,1.0,PURPLE,42.05416,-87.68356,255623.0,245849.0,9774.0,0.039756110458
1458,2011,40520,Foster,1.0,PURPLE,42.05416,-87.68356,262524.0,255623.0,6901.0,0.0269967882389
1600,2012,40520,Foster,1.0,PURPLE,42.05416,-87.68356,269911.0,262524.0,7387.0,0.0281383797291
1743,2013,40520,Foster,1.0,PURPLE,42.05416,-87.68356,266600.0,269911.0,-3311.0,-0.0122670065318
1886,2014,40520,Foster,1.0,PURPLE,42.05416,-87.68356,272856.0,266600.0,6256.0,0.0234658664666
2029,2015,40520,Foster,1.0,PURPLE,42.05416,-87.68356,282795.0,272856.0,9939.0,0.0364258070191
2173,2016,40520,Foster,1.0,PURPLE,42.05416,-87.68356,296561.142857,282795.0,13766.14285714284,0.0486788764198
190,2002,40530,Diversey,2.0,MULTI,41.932732,-87.653131,1311915.0,1287917.0,23998.0,0.0186331883188
331,2003,40530,Diversey,2.0,MULTI,41.932732,-87.653131,1328382.0,1311915.0,16467.0,0.0125518802666
472,2004,40530,Diversey,2.0,MULTI,41.932732,-87.653131,1296451.0,1328382.0,-31931.0,-0.0240375133057
613,2005,40530,Diversey,2.0,MULTI,41.932732,-87.653131,1373373.0,1296451.0,76922.0,0.0593327476318
754,2006,40530,Diversey,2.0,MULTI,41.932732,-87.653131,1389067.0,1373373.0,15694.0,0.0114273398414
895,2007,40530,Diversey,2.0,MULTI,41.932732,-87.653131,604969.0,1389067.0,-784098.0,-0.564478171319
1036,2008,40530,Diversey,2.0,MULTI,41.932732,-87.653131,1090365.0,604969.0,485396.0,0.802348550091
1177,2009,40530,Diversey,2.0,MULTI,41.932732,-87.653131,1579186.0,1090365.0,488821.0,0.448309511035
1318,2010,40530,Diversey,2.0,MULTI,41.932732,-87.653131,1508265.0,1579186.0,-70921.0,-0.0449098459586
1459,2011,40530,Diversey,2.0,MULTI,41.932732,-87.653131,1664397.0,1508265.0,156132.0,0.103517617925
1601,2012,40530,Diversey,2.0,MULTI,41.932732,-87.653131,1725084.0,1664397.0,60687.0,0.0364618537524
1744,2013,40530,Diversey,2.0,MULTI,41.932732,-87.653131,1809919.0,1725084.0,84835.0,0.0491773154235
1887,2014,40530,Diversey,2.0,MULTI,41.932732,-87.653131,1789098.0,1809919.0,-20821.0,-0.0115038297294
2030,2015,40530,Diversey,2.0,MULTI,41.932732,-87.653131,1725195.0,1789098.0,-63903.0,-0.0357179986787
2174,2016,40530,Diversey,2.0,MULTI,41.932732,-87.653131,1770195.42857,1725195.0,45000.428571428405,0.0260842563139
191,2002,40540,Wilson,1.0,RED,41.964273,-87.657588,1640578.0,1629146.0,11432.0,0.00701717341478
332,2003,40540,Wilson,1.0,RED,41.964273,-87.657588,1625906.0,1640578.0,-14672.0,-0.00894318953442
473,2004,40540,Wilson,1.0,RED,41.964273,-87.657588,1538379.0,1625906.0,-87527.0,-0.0538327553991
614,2005,40540,Wilson,1.0,RED,41.964273,-87.657588,1584470.0,1538379.0,46091.0,0.0299607573946
755,2006,40540,Wilson,1.0,RED,41.964273,-87.657588,1670835.0,1584470.0,86365.0,0.054507185368
896,2007,40540,Wilson,1.0,RED,41.964273,-87.657588,1639981.0,1670835.0,-30854.0,-0.0184662159938
1037,2008,40540,Wilson,1.0,RED,41.964273,-87.657588,1673676.0,1639981.0,33695.0,0.0205459697399
1178,2009,40540,Wilson,1.0,RED,41.964273,-87.657588,1779647.0,1673676.0,105971.0,0.0633163168977
1319,2010,40540,Wilson,1.0,RED,41.964273,-87.657588,1920234.0,1779647.0,140587.0,0.0789971269583
1460,2011,40540,Wilson,1.0,RED,41.964273,-87.657588,2050672.0,1920234.0,130438.0,0.0679281795864
1602,2012,40540,Wilson,1.0,RED,41.964273,-87.657588,2102616.0,2050672.0,51944.0,0.0253302332114
1745,2013,40540,Wilson,1.0,RED,41.964273,-87.657588,2016852.0,2102616.0,-85764.0,-0.0407891883254
1888,2014,40540,Wilson,1.0,RED,41.964273,-87.657588,1974643.0,2016852.0,-42209.0,-0.0209281593295
2031,2015,40540,Wilson,1.0,RED,41.964273,-87.657588,1939936.0,1974643.0,-34707.0,-0.0175763416476
